unstructured_name,rx_norm,type
iv pentazocin 30mg x 4 ampoules,pentazocine,Drug
im pentazosine 30mg stat,pentazocine,Drug
IM pentazocine 60mg 8 hourly.,pentazocine,Drug
im pentazocine 30mg stat;;,pentazocine,Drug
Pentasosocine,pentazocine,Drug
IM pentazocine 30 mg 8 hourly,pentazocine,Drug
IV Pentazocine 60mg start,pentazocine,Drug
give 15mg of pentazocine im,pentazocine,Drug
IM Pentazocine 30mg stat   IV Omeprazole 40mg stat  Susp Gascol 10mls tds x 5/7,pentazocine,Drug
IM/IV PENTAZOCIN 30MG 12 HOURLY X 24 HOURS,pentazocine,Drug
IM pentazocin 30mg stat...tab arthrotec 75mg bd x 1/52..IV omeprazole 40mg stat... tab metoclopramide 10mg bd x 1/52.,pentazocine,Drug
IM pentazocine 15mg 6 hourly x  1/7,pentazocine,Drug
IM Pentazocine 60mg statt,pentazocine,Drug
IM PENTAZOCIN 30MG 8HLRY THEN IM DICLOFENAC 75MG 8HRLY X 3/7,pentazocine,Drug
IM PENTAZOCINE 30MG BD X48HRS,pentazocine,Drug
tab pred 40mg7/7 35mg7/7 30mg7/7 25mg7/7 20mg7/7 15mg7/7 10mg7/7 5mg7/7,prednisolone,Drug
tab prednisolone 20mg dly x 3/7,prednisolone,Drug
tab prednisolone 5mg b.d x 5/7,prednisolone,Drug
gutt prednisolone qid le,prednisolone,Drug
TABS PREDNISOLONE 20MG DLY X1/52,prednisolone,Drug
tab pred 20mg then 10mg then 5mg daily each for 2/52,prednisolone,Drug
Tabs prednisolone 10mg dly x 5/7.,prednisolone,Drug
GUTT  PREDNISOLONE QID LE X 2,prednisolone,Drug
tab pred 5mg dly x7/7,prednisolone,Drug
"TAB PREDNISOLONE 30MG DLY X 7/7, 25MG DLY X7/7, 20MG DLY X 7/7, 15MG DLY X 7/7, 10MG DLY X 7/7, 5MG DLY X 7/7, 2MG DLY X 7/7",prednisolone,Drug
tab pred 294,prednisolone,Drug
tab prednisolone 10mg dly x 5/7;,prednisolone,Drug
"tab pred 40, 30,20,10 for 5days",prednisolone,Drug
"tab prednisolone 20mg dly x 1/52, then 10mgdly x 1/52",prednisolone,Drug
TABS PREDNISOLONE 30MG BD X 7/7 THEN 20MG BD X 2/52,prednisolone,Drug
"IM Promethazine 12.5mg stat, tab zine 20mg daily x10/7, tab ondansetron 4mg bd x48hours, tab ACT 80/480 1 bd x3/7, im pcm 600mg stat, tab pcm 500mg tds x3/7",promethazine,Drug
IM promethazine 25mg stat + IM arthemeter 200mg stat + IM pcm 600mg stat,promethazine,Drug
IM promethazine 12.5mg stat;;,promethazine,Drug
iv prometazine 6mg 12hrly,promethazine,Drug
IM promethazine 6.25mg stat..,promethazine,Drug
im prometh 6.5 mg stat: im ceftriaxone 1 g stat,promethazine,Drug
im promethacine 25mg 12hourly,promethazine,Drug
tab avomine 1 daily x 1/52,promethazine,Drug
"lm prometherzine 0.3mls stat, syrup augmentine 2.5mls bd x 1/52, syrup ibuprofen 2.5mls tds x 5/7, camosunate peadiatrics dly x 3/7",promethazine,Drug
D/C Promethazine for now.,promethazine,Drug
syrup rophegan 5mls bd x 5/7,promethazine,Drug
injection promethezine,promethazine,Drug
IV promethazine 25mg stat. 25mg PRN,promethazine,Drug
iv promethazine 25mg stat.,promethazine,Drug
tab promethazine 25mg bd * 2/7.,promethazine,Drug
tabs regan,promethazine,Drug
Promethazine 12.5mg,promethazine,Drug
IM PROMETHEZINE 12.5MG,promethazine,Drug
tab avomine  1 b.d x 4/7,promethazine,Drug
avomine 1 bd x4days,promethazine,Drug
Tabs promethazine 1 PRN,promethazine,Drug
IV PROMETHEAZINE 6. 25 MG STAT : THEN PRN,promethazine,Drug
im promethazine 10mg start,promethazine,Drug
tab promethazinee daily X 4/7,promethazine,Drug
IM promethazine 6.25mg stat.  IM pcm 200mg stat.  syrup promethazine 5mls bd x 5/7  syrup pcm 5mls tds x 5/7,promethazine,Drug
"IM promethazine 25mg stat, tabs loperamide 4mg stat, then 2mg per loose stool",promethazine,Drug
"syrup pcm 5mls tds * 3/7, syrup multivite 5mls bd * 5/7",acetaminophen,Drug
"tab pcm 2 tds x4/7,folic acd 5mg dly x1/52",acetaminophen,Drug
IV PCM 600MG 8HRLY X 48HRS,acetaminophen,Drug
tab pckm 1 gtds 3/7,acetaminophen,Drug
Iv pcm 2cc stat,acetaminophen,Drug
Iv pcm 150mg stat,acetaminophen,Drug
im pcm 150mg +arthemeter 60mg }  x3days,acetaminophen,Drug
im pcm 300 mg stat:,acetaminophen,Drug
SYR PCM 180MG TDS FOR 3/7,acetaminophen,Drug
Syr PCM 2.5ml 8hrly x 4/7,acetaminophen,Drug
tabPCM 1 g tds 4/7;,acetaminophen,Drug
"IV PCM 120MG STAT, THEN 8HRLY",acetaminophen,Drug
iv pcm 45mg stat,acetaminophen,Drug
"syrup PCM 5mls tds x 3/7, Syrup Vit c 5mls tds x 5/7",acetaminophen,Drug
TABS ACETAMINOPHEN II TDS X3/7,acetaminophen,Drug
Tab Pcm 500mg TDS X 2/52,acetaminophen,Drug
TAB PCM;,acetaminophen,Drug
syrup pcm 5mls tds. * 3/7,acetaminophen,Drug
IM PCM 150MG STAT..,acetaminophen,Drug
"SYR PCM 2.5ML TDS X 5/7,,",acetaminophen,Drug
"Tabs PCM 1g tds x 5/7, Tabs ACT 80/480mg bd x 3/7",acetaminophen,Drug
IM pcm 100mg 8hrly x 24hrs,acetaminophen,Drug
IV PCM 250mg 12hrly;,acetaminophen,Drug
syrup paracetamol 5mls t.d.s x 3/7,acetaminophen,Drug
iv drugamol 350mg 8hrly x 48hrs,acetaminophen,Drug
syr pcm 4mls tds for 3 days,acetaminophen,Drug
Syrup Paracetamol 225mg tds - 5/7,acetaminophen,Drug
im p.cm 600mg,acetaminophen,Drug
tabs pcm 1g ttds for 1 week,acetaminophen,Drug
IV PCM 600MG TDS,acetaminophen,Drug
"iv pcm mg 70mg 8 hrly ,",acetaminophen,Drug
syrup pcm 5cm tds x 3days,acetaminophen,Drug
SYRUP PCM HALF OF 2.5MLS STAT,acetaminophen,Drug
syrup pcm 7mls tds x 3/7,acetaminophen,Drug
im pcm 150mg +arthemeter 75mg,acetaminophen,Drug
IM PCM 160mg TDS x 2/7,acetaminophen,Drug
Tab pcm 1g tds*3/7,acetaminophen,Drug
TAB PCM 1GTDS 3/7: ;,acetaminophen,Drug
IV PCM 375mg 8hrly x 24hrs,acetaminophen,Drug
iv pcm 250mg 8 hourly x 24 hours,acetaminophen,Drug
"tab pcm 1g tds x 5/7,,,",acetaminophen,Drug
b pcm 1g tds 3/7;,acetaminophen,Drug
PCM Syp  7.5ml TID 3days,acetaminophen,Drug
SYR PCM 5 MLS TDS 5/7;,acetaminophen,Drug
Tabs Paracetamol 1g tds x 5/7,acetaminophen,Drug
tab pcm 500 mg g tds 3/7 ::,acetaminophen,Drug
"IM PCM 180MG STAT, THEN SYR PCM 180MG TDS FOR 3/7",acetaminophen,Drug
Tabs PCM 1g tds x 1/52,acetaminophen,Drug
IV DRUGAMOL 600MG TDS X 2/7,acetaminophen,Drug
IM PCM 350MG STAT THEN TAB PCM 500MG TDS FOR 3/7,acetaminophen,Drug
im pcm 480mg stat,acetaminophen,Drug
IM PCM  600MG ST,acetaminophen,Drug
tab PCM 1g  tds x 5/7. tab diclofenac 50mg bd x 5/7. tab amoxyl 500mg tds x 5/7,acetaminophen,Drug
syr pcm 2ml (50mg) bd x 3/7,acetaminophen,Drug
IM PCM 350MG IN IVF 8 HOURLY,acetaminophen,Drug
IM Pcm 600mg 8hrly x 24hrs,acetaminophen,Drug
"IM PCM 3Omg stat, then iv PCM 30mg 8hourly",acetaminophen,Drug
TABS PCM 1 TABLET TDS X3DAYS,acetaminophen,Drug
inj pcm 600MG prn x 2,acetaminophen,Drug
Tab PCM 1g TDS x 1/52,acetaminophen,Drug
syrup pcm 7.5mls t.d.s x 3/7,acetaminophen,Drug
iv pcm 200mg stat,acetaminophen,Drug
"tab pcm 1g tds x 5/7, tab vit c 1 tds x 5/7",acetaminophen,Drug
Tab PCM 1g t.d.s. x 3/7,acetaminophen,Drug
"IM PCM 150mg stat, syrup PCM 5mls tds x 5/7",acetaminophen,Drug
IV PCM 120MG TDS X24HRS,acetaminophen,Drug
IM PCM 200MG X 2 DOSES,acetaminophen,Drug
tab pcm 500mg tds x 4/7;,acetaminophen,Drug
syrup pcm 210mg tds x3/7;,acetaminophen,Drug
im pcm 700mg stat then syr pcm 5mls 8hrly x 48hrs,acetaminophen,Drug
IM PCM 450mg stat then tab PCM 500mg tds x 5/7,acetaminophen,Drug
TAB PCM 1g tds x 4/7,acetaminophen,Drug
syr pcm 2.5mls b.dX3/7,acetaminophen,Drug
tab pcm 500mg tds x 2/7,acetaminophen,Drug
Syrup PCM 6mls tds - 3/7,acetaminophen,Drug
IV pcm 60mg 6hrly x 24hrs,acetaminophen,Drug
"tab pcm 1g tds x3/7,",acetaminophen,Drug
Drop PCM 50mg qds x 5/7,acetaminophen,Drug
syrup pcm 2.5ml t.d.s x 3/7;,acetaminophen,Drug
Syrup PCM 5ml t.d.s x 3/7,acetaminophen,Drug
IM PCM 400mg stat + IM Artemether 40mg,acetaminophen,Drug
iv febramol 1g tds;,acetaminophen,Drug
Syr PCM 2ml tds X 3/7,acetaminophen,Drug
Tab PCm 1gm tds x5/7,acetaminophen,Drug
iv paracetamol 68mg stat,acetaminophen,Drug
Tab PCM 1g bd*5/7,acetaminophen,Drug
syr pcm 160mg tds for 3/7,acetaminophen,Drug
Im arthemeter 90mg stat + Im pcm 450mg stat.,acetaminophen,Drug
Tab PCM 1g bd x3/7;,acetaminophen,Drug
"IM PCM 600MG, THEN 1G TDS FOR FOR 3/7",acetaminophen,Drug
4. tab paracetamol  1g tds,acetaminophen,Drug
SYR PCM 140mg TDS X 3/7,acetaminophen,Drug
IV PCM 25MG STAT,acetaminophen,Drug
Syr PCM 3mls bd x 3/7,acetaminophen,Drug
IM PCM 330MG STAT SYRUP PCM TO ALTERNATE WITH IBRUPROFEN  7MLS 6HOURLY,acetaminophen,Drug
syrup pcm to alternate with ibruprofen 3mls 6hourly,acetaminophen,Drug
SYRUP PCM 5ML T.D .S X5/7,acetaminophen,Drug
IV PARACETAMOL 100MG STAT THEN PRN,acetaminophen,Drug
IM pcm 600mg 8hourly x 24 hours,acetaminophen,Drug
"IV PCM 70MG STAT, then 8hrly x 48 hrs",acetaminophen,Drug
iv pcm 300mg tds x 3/7,acetaminophen,Drug
iv/im pcm 1g 8 hourly x 24 hours,acetaminophen,Drug
DROP PCM 0.6 tds X 3/7,acetaminophen,Drug
IV pcm 600mg 8hrlyX3 doses,acetaminophen,Drug
syrup pcm 200mg tds x 3/7.,acetaminophen,Drug
IM PCM  200MG +ARTHEMETER 120MG STAT,acetaminophen,Drug
iv pcm 1.5mls PRN,acetaminophen,Drug
Syr PCM 150mg tds x 5/7 ..,acetaminophen,Drug
Tab pcm tds x 1/7,acetaminophen,Drug
iv pcm  600mg 8hrly open,acetaminophen,Drug
iv/im pcm 105mg 8hrly x 24hrs,acetaminophen,Drug
"IM PCM 600mg stat, then Tabs Arthrotec 75mg bd x 5/7",acetaminophen,Drug
IM PARACETAMOL 600MGSTAT,acetaminophen,Drug
syrup pcm 3.5mls tds x3days,acetaminophen,Drug
IM PCM 600MG 6HRLY X 48HRS,acetaminophen,Drug
IV PCM 125mg 8hrly,acetaminophen,Drug
iv pcm 100mg 8hly,acetaminophen,Drug
syp pcm,acetaminophen,Drug
IM PCM 600MG STAT THEN TABS PCM II TDS X 3/7,acetaminophen,Drug
IM PCM 100mg + IM Arthemeter 20mg  stat,acetaminophen,Drug
I.V Paracetamol 120mg 8hrly,acetaminophen,Drug
im pcm 285mg stat,acetaminophen,Drug
SYRUP PCM TO ALTERNATE WITH IBRUPROFEN 5MLS TDS,acetaminophen,Drug
P.O PCM 500MG TDS FOR 3/7,acetaminophen,Drug
syrup pcm 4mls 8 hourly,acetaminophen,Drug
pcm drop 0.6cctds x5/7,acetaminophen,Drug
Susp PCM 150mg tds x 3/7,acetaminophen,Drug
"Syrup PCM 125mg tds x3/7, Tab ACT 20/120 1bd x3/7",acetaminophen,Drug
IV/IM PCM 79.5MG 8HRLY X 24HRS,acetaminophen,Drug
SYRUP PCM 130MG TDS X 3/7,acetaminophen,Drug
IV PCM 400MG PRN,acetaminophen,Drug
ct iv pcm 80mg tds x 72hrs,acetaminophen,Drug
IM PCM 140MG STAT.,acetaminophen,Drug
Im PCM 120 MG STAT:,acetaminophen,Drug
Tab PCM 1g t.d.s x 1/7,acetaminophen,Drug
IV PCM 600MG STAT!,acetaminophen,Drug
SYR PCM 7mls tds for 3 days,acetaminophen,Drug
IM artemether 80mg + PCM 300mg stat,acetaminophen,Drug
Syr. paracetamol,acetaminophen,Drug
IV PCM 250mg 6hrly,acetaminophen,Drug
"Syrup Vit C 5mls TDS *5/7, Syrup Cofex 5mls TDS *5/7",ascorbic acid,Drug
tabs vitamin c 200mg tds for 2 weeks,ascorbic acid,Drug
Tab Vit c 100mg t.d.s x 1/52,ascorbic acid,Drug
SYR VITAMIN C5C TDS X5DAY,ascorbic acid,Drug
SYRUP VITC 2.5MLS TDS X7DAYS SYRUP PIRITON 2.5MLS BD X5DAYS NASAL DROP FOR CHILDREN 1 DROP EACH NOSTRIL TDS,ascorbic acid,Drug
tabs vitamin c 100omg daily for 1 week,ascorbic acid,Drug
SYR. VITAMIN C 2.5MLS TDS,ascorbic acid,Drug
VITAMIN C2 TDS X 2WEEKS,ascorbic acid,Drug
tabs vit c 500mg tds for 2 weeks,ascorbic acid,Drug
syr vitamin c 2.5mls bd x 1/52,ascorbic acid,Drug
SYRUP VIT C 5MILS TDS * 5/7,ascorbic acid,Drug
tabs vit c 1 8hrly x 1week,ascorbic acid,Drug
"syrup vit.c 3mls tds * 5/7, syrup piriton 3mls bd * 5/7",ascorbic acid,Drug
tabs vit c tds x 2/52,ascorbic acid,Drug
Tab Vit C 1000mg tds x 5/7,ascorbic acid,Drug
tab vit c 200mg dly x 5/7,ascorbic acid,Drug
SYR VIT C 6 MLS TDS 1/52;,ascorbic acid,Drug
syp Vit C 2.5mls tds x 1/52,ascorbic acid,Drug
vitamin c 1000mg daily x 5/7,ascorbic acid,Drug
TABS VIT C 1G DAILY X1/52,ascorbic acid,Drug
tab vitc 400mg bd x1/52;,ascorbic acid,Drug
tab vit c 1g dly x 5/7...tab loratadine 10mg bd x 5/7,ascorbic acid,Drug
CAPS VIT C 100MG TDS  X 1/52,ascorbic acid,Drug
vitamin c 100mg t.d.sX1/52,ascorbic acid,Drug
vitamin c 1g,ascorbic acid,Drug
SYRUP VITC 2.5MLS TDS X7DAYS,ascorbic acid,Drug
vitamin c syrup 5mls bd x 5/7,ascorbic acid,Drug
vitamin c bd x2weeks,ascorbic acid,Drug
syrup vitc 3mls tds x7days,ascorbic acid,Drug
Syr. Vit C 5ml b.dX1/52,ascorbic acid,Drug
vic c tablets,ascorbic acid,Drug
syrup vit c 2.5ml tds x 5/7;,ascorbic acid,Drug
syr vit c 2.5mls tds x1/52,ascorbic acid,Drug
Syrup vitamin c 2.5mls bd x 5/7,ascorbic acid,Drug
atbs vit c ii tds x 2/52,ascorbic acid,Drug
tab vit c 2 tabs tds x1/12,ascorbic acid,Drug
TABS VITC 1 TDS X 2/52,ascorbic acid,Drug
Tabs Vit. C 1000mg daily *1/52,ascorbic acid,Drug
tabs vitamin c 500mg daily,ascorbic acid,Drug
syr  vit c 5 mls tds 1/52: syr pcm 5 mls tds 3/7: syr ampiclox 7.5 mls tds 5/7,ascorbic acid,Drug
syp vit c 10mls td s x1/12,ascorbic acid,Drug
syr vit c 5mls dly x 1/12,ascorbic acid,Drug
Tab Vitamin c 400mg tds x 1/52==,ascorbic acid,Drug
tab vit c 1g dly x 1/52,ascorbic acid,Drug
VITAMIN C TABS 2,ascorbic acid,Drug
tabs vit. c ii tds for 1 wks,ascorbic acid,Drug
syr vit c 7.5mls tds x 1/52,ascorbic acid,Drug
susp vit c 10mls tds x 7/7..,ascorbic acid,Drug
Tabs Vit C 200mg bd x5/7,ascorbic acid,Drug
TABS VITAMIN C 1OO0MG DLY X2/52,ascorbic acid,Drug
syrup vitc 2.5mls tds x5days.,ascorbic acid,Drug
Tabs Vit C 2 TDS x 5/7,ascorbic acid,Drug
syr vitc 5mls tds x 2/52,ascorbic acid,Drug
tab vit c 1 tds x 2/52,ascorbic acid,Drug
TAB VIT .C 100mg t.d.s x1/52,ascorbic acid,Drug
syp vit c 10mls tds x 10/7,ascorbic acid,Drug
inj vit c,ascorbic acid,Drug
tabs vit c 1g dly for 2weeks,ascorbic acid,Drug
then tabs ciproflox 500mg bd x 1 week,ciprofloxacin,Drug
GTT CIPRO 2HRLY LE ( QID RE),ciprofloxacin,Drug
Tabs Ciprofloxacin 500mg bd for 5 days,ciprofloxacin,Drug
TAB CIPROFLOXACIN 500MGbdx1/52,ciprofloxacin,Drug
Tabs Ciprotab 500mg x 5/7,ciprofloxacin,Drug
IV CIPRO 100MG 12HRLY X 2DAYS,ciprofloxacin,Drug
Tabs Ciprofloxacin 500mg bd x 2/52,ciprofloxacin,Drug
cipro tabs,ciprofloxacin,Drug
gutt  cipro 2hly 3/7 them qid le,ciprofloxacin,Drug
tab ciproflaxin 500mg bd x 1/52,ciprofloxacin,Drug
WITHOLD TABS CIPROFLOXACIN,ciprofloxacin,Drug
PLEASE WITHHOLD IV CIPROFLOXACIN FOR NOW,ciprofloxacin,Drug
tabs ciprofloxacin 500mg x 4/7,ciprofloxacin,Drug
gutt cipro 2hly re,ciprofloxacin,Drug
iv ciprofloxcacin 200mg bd x 1/7,ciprofloxacin,Drug
Tabs Ciporfloxacin 500mg bd x 1/52,ciprofloxacin,Drug
"Tabs  cipro 2hrly BE x 1/52 ,then qid",ciprofloxacin,Drug
iv ciprofloxacin 200mg bd x 72hrs,ciprofloxacin,Drug
TAB CIPRO 500MG BD X 5/7,ciprofloxacin,Drug
ciproflox eye drop,ciprofloxacin,Drug
Tabs ciprofloxacin 500mg bd,ciprofloxacin,Drug
IV CIPRO 200MG  12 HRLY X 2/7,ciprofloxacin,Drug
gutt cipro bd RE,ciprofloxacin,Drug
GUTT CIPROFLOXACIN QID RE  X3,ciprofloxacin,Drug
TAB CIPROFLOXIN 500 MG BD 5/7,ciprofloxacin,Drug
"iv ciprofloxacin 200mg bd x 2/7, then tab ciprofloxacin 500mg bd x 1/52, lm diclofenac 75mg dly x 3/7, tab pcm 1g tds x 3/7,im artemether 160mg dly x 3/7, tab act 80/480mg bd x 3/7, loratidin 10mg dly x 5/7",ciprofloxacin,Drug
Tabs Ciprotab 500mg x 1 week,ciprofloxacin,Drug
IV Ciprofloxacin200mg BD x 1/7,ciprofloxacin,Drug
ciprofloxacin 500mg x 3/7,ciprofloxacin,Drug
IV DEXAMETHASONE 4 MG STAT,dexamethasone,Drug
GTT DEXA TID LE,dexamethasone,Drug
Tabs Dexamethason 1mg daily 1/52,dexamethasone,Drug
"GTT DEXA 2HRLY,X 5/7, THEN QID  RE",dexamethasone,Drug
GUTT SPERSADEX QDS RE,dexamethasone,Drug
Iv Dexamethasone 2mg stat!,dexamethasone,Drug
I.V dexamethasone 4mg 8hrly,dexamethasone,Drug
IM Dexamethazone 6mg 12hrly x 48hrs,dexamethasone,Drug
"GUTT DEXAMETHASONE 2HRLY RE X1/52, THEN QID",dexamethasone,Drug
Dexamethasone eye drop,dexamethasone,Drug
PO Dexamethasone 6mg stat,dexamethasone,Drug
iv dexathasone 8mg tds x 48hrs,dexamethasone,Drug
nebulize with 1.4mg of dexamethasone,dexamethasone,Drug
gutt dex 2hly  2/52 them qid,dexamethasone,Drug
syrup flagyl 50mg tds x 5/7;,metronidazole,Drug
1V VFLAGYL 500MG TDS....5/7,metronidazole,Drug
"tab flagyl 400mg tds x 5/7, tab loperamide 4mg stat then 2mg prn x 3/7, tab zinc 1 dly x 5/7",metronidazole,Drug
TAB METRONIDAZOLE 2OOMG TDS X 5/7,metronidazole,Drug
susp flagyl 5mls t.ds x 3/7,metronidazole,Drug
INCREASE DOSE OF IV FLAGYL TO 90MG 8HRLY X 48HRS,metronidazole,Drug
IV FLAGYL 250MG 8HRLY X 72HRS,metronidazole,Drug
syr flagy 2.5cc bd x5days,metronidazole,Drug
iv flagyl 135mg (27ml) 8hrly x 72hrs,metronidazole,Drug
iv flagyl 180mg 8 hourly,metronidazole,Drug
iv flagyl 30mg tds x 5/7,metronidazole,Drug
"tab flagyl 400mg tds x 5/7, tab ciprofloxacin 500mg bd x 5/7",metronidazole,Drug
syr flagyl 4ml tds x 1/52,metronidazole,Drug
ct i.v flagyl 500mg 8hrly,metronidazole,Drug
iv flagyl 500mg 8 hourly x 5/7,metronidazole,Drug
IV flAGYL 500MG stat,metronidazole,Drug
IV Flagyl 500mg 8hrly x24hrs then convert to Tab Flagyl 400mg TDS,metronidazole,Drug
iv flagyl 56mg tds x 24hrs,metronidazole,Drug
TABS FLAGYL 400MG TDS X 1 WEEK,metronidazole,Drug
Syr Metronidazole 4mls tds x 1/52,metronidazole,Drug
tabs flagyl 250mg tds for 1 week,metronidazole,Drug
syrop flagyl 7.5mls tds x 5/7,metronidazole,Drug
ivf flagyl100mg 8hrly x48hrs,metronidazole,Drug
tab flagyl 500 mg tds 5/7;,metronidazole,Drug
iv metronidazole 195mg 8hrly x 48hrs,metronidazole,Drug
IV METRONIDAZOLE 100MG 8 HOURLY X 3/7,metronidazole,Drug
iv flagyl 67mg 8hourly x 48 hours,metronidazole,Drug
IV Metronidazole 150mg 8hrly,metronidazole,Drug
syrup flagyl 7mls tdsx 5/8,metronidazole,Drug
IV METRONIDAZOLE 80MG 8HRLY X 72HRS,metronidazole,Drug
TAB METRONIDAZOLE 400MG TDS X 5/7,metronidazole,Drug
infusion flaggl,metronidazole,Drug
iv flagyl 133mg 8hrly x 48hrs,metronidazole,Drug
Tab Metronidazole 400mg bd x 5/7,metronidazole,Drug
IV Flagyl 20mg 8hrly,metronidazole,Drug
Metronidazole iv,metronidazole,Drug
tabs metronidazole 200mg 8hrly x 5/7,metronidazole,Drug
tabs flagy 400mg tds,metronidazole,Drug
TAB FLAGYL 400 MG TDS 1/52::,metronidazole,Drug
1v metronidazo,metronidazole,Drug
IV FLAGYL 160MG 8HRLY X 72HRS,metronidazole,Drug
tab flaggyl 500mg b.d x 5/7,metronidazole,Drug
IV Metronidazole 75mg 8hrly,metronidazole,Drug
Syr Flagyl 75mg tds x 5/7,metronidazole,Drug
TAB FLAGYL 4OOMG STAT,metronidazole,Drug
flagyl tabs 400mg tds for 5days,metronidazole,Drug
IV Metronidazole 500mg 8hrly x 1/7,metronidazole,Drug
syrup flagyl 3 mls tds * 5/7,metronidazole,Drug
tab flagyl 400 mg tds 5/7:   tab cipro 500 mg bd 5/7,metronidazole,Drug
"syrup flagyl 5mls tds x 5/7, syrup pcm 5mls tds x 5/7, syrup hyoscine 5mls tds x 5/7",metronidazole,Drug
IV METRONIDAZOLE 6MG TDS X5/7,metronidazole,Drug
tabs flagyl 400mg tds for 3days,metronidazole,Drug
IV METRONIDAZOLE 80MG 8HRLY X 48HRS,metronidazole,Drug
"syrup flagy 5mls tds x 5/7,syrup amoxil 5mls tds x5/7",metronidazole,Drug
hydrocort,hydrocortisone,Drug
iv hydrocort x 1 ampoule,hydrocortisone,Drug
1% hydrocortisone apply bd on the affected part,hydrocortisone,Drug
im hydrocortisone 50mg stat;,hydrocortisone,Drug
1% Hydrocortisone cream   Tab Prednisone 5mg dly x 3/7   Tab Loratidine 10mg dly x 5/7 (for mother),hydrocortisone,Drug
IV HYDROCORTISONE 200MG STAT THEN 100MG 12HRLY X 48HRS,hydrocortisone,Drug
IM HYDROCORTISONE 200MG STAT  NEBULIZE WITH 5MG SALBUTAMOL AND 4MG DEXAMETHASONE FOR 3 CYCLES   VENTOLIN INHALER 11 PUFFS BD AND PRN  SERETIDE ACCUHALER 1 CLICK BD FOR 1 MONTH,hydrocortisone,Drug
Hydrocort  cream,hydrocortisone,Drug
Antihistamine cream,hydrocortisone,Drug
IV Hydrocortisone 200mg stat!,hydrocortisone,Drug
IV Hydrocortisone 10MG Stat,hydrocortisone,Drug
IV Hydrocortisone 25mg stat.,hydrocortisone,Drug
Hydrocortisone cream (topical),hydrocortisone,Drug
"Apply 1:1 ratio mixture of 1% hydrocortisone cream twice daily X 1/52, then on alternate days X 1/52",hydrocortisone,Drug
FCEMC - Hydrocortisone,hydrocortisone,Drug
hydrocortisol tube cream,hydrocortisone,Drug
hydrocortisone otic solution 1drop daily,hydrocortisone,Drug
IM HYDROCORTISONE 30MG STAT,hydrocortisone,Drug
Hydrocortisone cream/ointment,hydrocortisone,Drug
IV HYRDOCORT 100MG 6HRLY X 24HRS,hydrocortisone,Drug
IM  Plasil5mg stat,metoclopramide,Drug
Tabs Metoclopramide 5mg bd x2/7,metoclopramide,Drug
IV Plasil 7.5mg stat,metoclopramide,Drug
Tabs Maxolone 10mg tds x 3/7,metoclopramide,Drug
IM PLASIL 10MG DAILY X 3/7,metoclopramide,Drug
IV Metoclorpramide 10mg 8hrly,metoclopramide,Drug
Tab Metoclopramide 10mg daily for 3/7,metoclopramide,Drug
IM Maxolone 5mg,metoclopramide,Drug
im plasil 10mg bd x 48hrs,metoclopramide,Drug
im metochlopramide 5mg stat,metoclopramide,Drug
INJ IM MAXOLONE 10MG STAT,metoclopramide,Drug
im metoclopromide 2.5mg 12hrly,metoclopramide,Drug
iv metochlorpromide 10mg 12hrly  x 24hrs then tabs plasil 10mg tds x  72hrs,metoclopramide,Drug
inj plasil 10mg bd x 24hrs,metoclopramide,Drug
Metoclopramide 5mg,metoclopramide,Drug
IM Maxolone 10mg PRN,metoclopramide,Drug
im methoclopromide 10mg stat,metoclopramide,Drug
iv metoclopramide 5mg 12hrly x 24hrs,metoclopramide,Drug
tabs plasil 10mg tds x 5/7..,metoclopramide,Drug
"Tabs Quinine 600mg tds 1/52, tabs Doxycycline 100mg bd x 1/52, tabs PCM 1g tds X  5/7, tabs Vit Bco i tds x 1/52, tabs avomine i tds x 1/52.",quinine sulfate,Drug
inj. Quinine,quinine sulfate,Drug
IV QUININE 600MG 8HOURLY X3DOSES,quinine sulfate,Drug
IV QUININE 600mg in IVF 4.3% D/Saline 500ml @7dpm,quinine sulfate,Drug
IV QUININE 1.2G STATS,quinine sulfate,Drug
add an ample of qunine and 50% destrose into infusion,quinine sulfate,Drug
iv quinine in 10% DW,quinine sulfate,Drug
vit bco 2mls in fluid inbetween quinine infusion,quinine sulfate,Drug
withold quinine,quinine sulfate,Drug
add 600mg qunine,quinine sulfate,Drug
IVF 300mg of quinine over 4hours x 3 doses,quinine sulfate,Drug
IVF 0.9% N/S 500ml fast,sodium chloride,Drug
normal saline + 20iu oxytocin,sodium chloride,Drug
ivf n/saline 500mls over 24hrs at 7dpm,sodium chloride,Drug
ivf n/s x 2L,sodium chloride,Drug
normal saline 500ml (for cleaning of the wound),sodium chloride,Drug
IVF N/SALINE 1L X 4L,sodium chloride,Drug
IVF N/S 500ml 6hrlyX24hrs,sodium chloride,Drug
HYPERTONIC SALINE,sodium chloride,Drug
N/S 2 LITERS,sodium chloride,Drug
"IVF Normal Saline 1L over 30mins then 1L over 1hour then 1L over 2hours then 1L over 4hours, then 1L 8hrly x 24hours",sodium chloride,Drug
ivf 0.9% N/S 1560mls over 24hrs at 22dpm,sodium chloride,Drug
0.9% normal saline 1L x 2,sodium chloride,Drug
iv diazepam 30mg in 500mls N/S over 8hrs,sodium chloride,Drug
IVF Normal saline 1g over 8 hours,sodium chloride,Drug
IVF N/S 1 L 6 hourly,sodium chloride,Drug
